,image,superpixels,compactness,model,shap_value,background,predicted,predicted_variance,error term
6,Llama.png,16,30,visiontransformer,-0.02156384373958213,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
7,Llama.png,16,30,visiontransformer,-0.016903862668046873,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
8,Llama.png,16,30,visiontransformer,-0.01318010553248724,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
9,Llama.png,16,30,visiontransformer,0.2808339648747461,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
10,Llama.png,16,30,visiontransformer,-0.004873722317263709,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
11,Llama.png,16,30,visiontransformer,-0.025004894464867956,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
12,Llama.png,16,30,visiontransformer,-0.02080501662383926,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
13,Llama.png,16,30,visiontransformer,0.043160079637844115,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
14,Llama.png,16,30,visiontransformer,0.028847063892482316,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
15,Llama.png,16,30,visiontransformer,-0.0064854230753768815,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
0,Llama.png,16,50,visiontransformer,0.003852798848685917,0,0.8878321332350155,0.07711500744556456,7.303308634219545
1,Llama.png,16,50,visiontransformer,0.0008606150478661766,0,0.8878321332350155,0.07711500744556456,7.303308634219545
2,Llama.png,16,50,visiontransformer,0.0040115629740907375,0,0.8878321332350155,0.07711500744556456,7.303308634219545
3,Llama.png,16,50,visiontransformer,0.0002987931859745811,0,0.8878321332350155,0.07711500744556456,7.303308634219545
4,Llama.png,16,50,visiontransformer,0.7683659881131191,0,0.8878321332350155,0.07711500744556456,7.303308634219545
5,Llama.png,16,50,visiontransformer,0.008366172986482588,0,0.8878321332350155,0.07711500744556456,7.303308634219545
6,Llama.png,16,50,visiontransformer,-0.0007719724267244068,0,0.8878321332350155,0.07711500744556456,7.303308634219545
7,Llama.png,16,50,visiontransformer,0.006890798885242925,0,0.8878321332350155,0.07711500744556456,7.303308634219545
8,Llama.png,16,50,visiontransformer,0.007095426230725273,0,0.8878321332350155,0.07711500744556456,7.303308634219545
9,Llama.png,16,50,visiontransformer,0.023004306927766664,0,0.8878321332350155,0.07711500744556456,7.303308634219545
10,Llama.png,16,50,visiontransformer,0.004862796995206788,0,0.8878321332350155,0.07711500744556456,7.303308634219545
11,Llama.png,16,50,visiontransformer,0.0013408327418320768,0,0.8878321332350155,0.07711500744556456,7.303308634219545
12,Llama.png,16,50,visiontransformer,0.0509322120987214,0,0.8878321332350155,0.07711500744556456,7.303308634219545
13,Llama.png,16,50,visiontransformer,0.0004834822496811971,0,0.8878321332350155,0.07711500744556456,7.303308634219545
14,Llama.png,16,50,visiontransformer,0.003773788943685986,0,0.8878321332350155,0.07711500744556456,7.303308634219545
15,Llama.png,16,50,visiontransformer,0.0024835088336577753,0,0.8878321332350155,0.07711500744556456,7.303308634219545
0,Llama.png,16,50,visiontransformer,-0.039562747169733285,mean,0.8877357170938733,0.09148422095903314,6.155777321300802
